,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3674,3533,6204290000,-- Ensembles d'autres matières textiles pour femmes ou fillettes,20,1,,18,,,,,,"0,8","0,2","0,5"
3675,3534,6204310000,"-- Vestes de laine ou de poils fins, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3676,3535,6204320000,"-- Vestes de coton, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3677,3536,6204330000,"-- Vestes de fibres synthétiques, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3678,3537,6204390000,"-- Vestes d'autres matières textiles, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3679,3538,6204410000,-- Robes de laine ou de poils fins pour femmes ou fillettes,20,1,,18,,,,,,"0,8","0,2","0,5"
3680,3539,6204420000,-- Robes de coton  pour femmes ou fillettes,20,1,,18,,,,,,"0,8","0,2","0,5"
3681,3540,6204430000,-- Robes de fibres synthétiques pour femmes ou fillettes,20,1,,18,,,,,,"0,8","0,2","0,5"
3682,3541,6204440000,-- Robes de fibres artificielles pour femmes ou fillettes,20,1,,18,,,,,,"0,8","0,2","0,5"
3683,3542,6204490000,-- Robes d'autres matières textiles pour femmes ou fillettes,20,1,,18,,,,,,"0,8","0,2","0,5"
3684,3543,6204510000,"-- Jupes et jupes-culottes de laine ou de poils fins, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3685,3544,6204520000,"-- Jupes et jupes-culottes de coton, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3686,3545,6204530000,"-- Jupes et jupes-culottes de fibres synthétiques, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3687,3546,6204590000,"-- Jupes et jupes-culottes d'autres matières textiles, pour femmes ou
fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3688,3547,6204610000,"-- Pantalons, salopettes à bretelles, culottes et shorts (autres que pour le
bain), de laine ou de poils fins, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3689,3548,6204620000,"-- Pantalons, salopettes à bretelles, culottes et shorts (autres que pour le
bain), de coton, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3690,3549,6204630000,"-- Pantalons, salopettes à bretelles, culottes et shorts (autres que pour le
bain), de fibres synthétiques, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3691,3550,6204690000,"-- Pantalons, salopettes à bretelles, culottes et shorts (autres que pour le
bain), d'autres matières textiles, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3692,3551,6205200000,"- Chemises et chemisettes de coton, pour hommes ou garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3693,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3694,3552,6205300000,"- Chemises et chemisettes de fibres synthétiques ou artificielles, pour
hommes ou garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3695,3553,6205900000,"- Chemises et chemisettes d'autres matières textiles, pour hommes ou
garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3696,3554,6206100000,"- Chemisiers, blouses, blouses-chemisiers et chemisettes de soie ou de
déchets de soie, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3697,3555,6206200000,"-Chemisiers, blouses, blouses-chemisiers et chemisettes de laine ou de
poils fins, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3698,3556,6206300000,"- Chemisiers, blouses, blouses-chemisiers et chemisettes de coton, pour
femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3699,3557,6206400000,"- Chemisiers, blouses, blouses-chemisiers et chemisettes de fibres
synthétiques ou artificielles, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3700,3558,6206900000,"- Chemisiers, blouses, blouses-chemisiers et chemisettes d'autres matières
textiles, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3701,3559,6207110000,"-- Slips, caleçons et articles similaires, de coton, pour hommes ou
garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3702,3560,6207190000,"-- Slips, caleçons et articles similaires, d'autres matières textiles, pour
hommes ou garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3703,3561,6207210000,"-- Chemises de nuits, pyjamas et articles similaires, de coton, pour hommes
ou garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3704,3562,6207220000,"-- Chemises de nuits, pyjamas et articles similaires, de fibres synthétiques
ou artificielles, pour hommes ou garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3705,3563,6207290000,"-- Chemises de nuits, pyjamas et articles similaires, d'autres matières
textiles, pour hommes ou garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3706,3564,6207910000,"-- Gilets de corps, peignoirs de bain, robes de chambre et articles
similaires, de coton, pour hommes ou garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3707,3565,6207990000,"-- Gilets de corps, peignoirs de bain, robes de chambre et articles
similaires, d'autres matières textiles, pour hommes ou garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3708,3566,6208110000,"-- Combinaison ou fonds de robes, jupons et articles similaires, de  fibres
synthétiques ou artificielles, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3709,3567,6208190000,"-- Combinaison ou fonds de robes, jupons et articles similaires, d'autres
matières textiles, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3710,3568,6208210000,"-- Chemises de nuits, pyjamas et articles similaires, de coton, pour femmes
ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3711,3569,6208220000,"-- Chemises de nuits, pyjamas et articles similaires, de fibres synthétiques
ou artificielles, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3712,3570,6208290000,"-- Chemises de nuits, pyjamas et articles similaires, d'autres matières
textiles, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3713,3571,6208910000,"-- Gilets de corps et chemises de jour, slips, déshabillés, peignoirs de bain,
robes de chambre et simil.,de coton, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3714,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3715,3572,6208920000,"-- Gilets de corps et chemises de jour, slips, déshabillés… et articles
similaires,de fibres synth. ou artificiel., pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3716,3573,6208990000,"-- Gilets de corps et chemises de jour, slips, déshabillés... et articles
similaires, d'autres matières textiles, pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3717,3574,6209200000,- Vêtements et accessoirs du vêtement de coton pour bébé,20,1,,18,,,,,,"0,8","0,2","0,5"
3718,3575,6209300000,- Vêtements et accessoirs du vêtement de fibres synthétiques pour bébé,20,1,,18,,,,,,"0,8","0,2","0,5"
3719,3576,6209900000,- Vêtements et accessoirs du vêtement d'autres matières textiles pour bébé,20,1,,18,,,,,,"0,8","0,2","0,5"
3720,3577,6210100000,- Vêtements confectionnés en produits des n°s 56.02 ou 56.03,20,1,,18,,,,,,"0,8","0,2","0,5"
3721,3578,6210200000,"- Autres vêtements, des types visés dans les n°s 6201.11 à 6201.19,
confectionnés en produits des n° 59.03, 59.06 ou 59.07",20,1,,18,,,,,,"0,8","0,2","0,5"
3722,3579,6210300000,"- Autres vêtements, des types visés dans les n°s 6202.11 à 6202.19,
confectionnés en produits des n° 59.03, 59.06 ou 59.07",20,1,,18,,,,,,"0,8","0,2","0,5"
3723,3580,6210400000,"- Autres vêtements pour hommes ou garçonnets, confectionnés en produits
des n° 59.03, 59.06 ou 59.07",20,1,,18,,,,,,"0,8","0,2","0,5"
3724,3581,6210500000,"- Autres vêtements pour femmes ou fillettes, confectionnés en produits des
n° 59.03, 59.06 ou 59.07",20,1,,18,,,,,,"0,8","0,2","0,5"
3725,3582,6211110000,"-- Maillots, culottes et slips de bain pour hommes ou garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3726,3583,6211120000,"-- Maillots, culottes et slips de bain  pour femmes ou fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3727,3584,6211200000,- Combinaisons et ensembles de ski,20,1,,18,,,,,,"0,8","0,2","0,5"
3728,3585,6211320000,-- Autres vêtements de coton pour hommes ou garçonnets,20,1,,18,,,,,,"0,8","0,2","0,5"
3729,3586,6211330000,"-- Autres vêtements de fibres synthétiques ou artificielles pour hommes ou
garçonnets",20,1,,18,,,,,,"0,8","0,2","0,5"
3730,3587,6211390000,-- Autres vêtements d'autres matières textiles pour hommes ou garçonnets,20,1,,18,,,,,,"0,8","0,2","0,5"
3731,3588,6211420000,-- Autres vêtements de coton pour femmes ou fillettes,20,1,,18,,,,,,"0,8","0,2","0,5"
3732,3589,6211430000,"-- Autres vêtements de fibres synthétiques ou artificielles  pour femmes ou
fillettes",20,1,,18,,,,,,"0,8","0,2","0,5"
3733,3590,6211490000,-- Autres vêtements d'autres matières textiles  pour femmes ou fillettes,20,1,,18,,,,,,"0,8","0,2","0,5"
3734,3591,6212100000,"- Soutiens-gorge, bustiers et articles similaires et leurs parties, même en
bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3735,3592,6212200000,"- Gaines, gaines-culottes et articles similaires et leurs parties,  même en
bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3736,3593,6212300000,"- Combinés et articles similaires et leurs parties, même en bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3737,3594,6212900000,"- Corsets, bretelles, jarretelles, jarretières et articles similaires et leurs
parties, même en bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3738,3595,6213200000,- Mouchoirs et pochettes de coton,20,1,,18,,,,,,"0,8","0,2","0,5"
3739,3596,6213900000,"- Mouchoirs et pochettes d'autres matières textiles, à l'exclusion du coton",20,1,,18,,,,,,"0,8","0,2","0,5"
3740,3597,6214100000,"- Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et
voilettes et articles similaires, de soie ou de déchets de soie",20,1,,18,,,,,,"0,8","0,2","0,5"
3741,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3742,3598,6214200000,"-Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et
voilettes et articles similaires, de laine ou de poils fins",20,1,,18,,,,,,"0,8","0,2","0,5"
3743,3599,6214300000,"- Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et
voilettes et articles similaires, de fibres synthétiques",20,1,,18,,,,,,"0,8","0,2","0,5"
3744,3600,6214400000,"-Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et
voilettes et articles similaires, de fibres artificielles",20,1,,18,,,,,,"0,8","0,2","0,5"
3745,3601,6214900000,"- Châles, écharpes, foulards, cache-nez, cache-sol, mantilles, voiles et
voilettes et articles similaires, d'autres matières textiles",20,1,,18,,,,,,"0,8","0,2","0,5"
3746,3602,6215100000,"- Cravates, nœuds papillons et foulards cravates de soie ou de déchets de
soie",20,1,,18,,,,,,"0,8","0,2","0,5"
3747,3603,6215200000,"- Cravates, nœuds papillons et foulards cravates de fibres synthétiques ou
artificielles",20,1,,18,,,,,,"0,8","0,2","0,5"
3748,3604,6215900000,"- Cravates, nœuds papillons et foulards cravates d'autres matières textiles",20,1,,18,,,,,,"0,8","0,2","0,5"
3749,3605,6216000000,"Gants, mitaines et moufles.",20,1,,18,,,,,,"0,8","0,2","0,5"
3750,3606,6217100000,- Autres accessoires confectionnés du vêtement,20,1,,18,,,,,,"0,8","0,2","0,5"
3751,3607,6217900000,"- Parties de vêtements ou d'accessoirs de vêtements autres que celles du
n° 62.12",20,1,,18,,,,,,"0,8","0,2","0,5"
3752,3608,6301100000,- Couvertures chauffantes électriques,20,1,,18,,,,,,"0,8","0,2","0,5"
3753,3609,6301200000,"- Couvertures (autres que les couvertures chauffantes électriques) de laine
ou de poils fins",20,1,,18,,,,,,"0,8","0,2","0,5"
3754,3610,6301300000,- Couvertures (autres que les couvertures chauffantes électriques) de coton,20,1,,18,,,,,,"0,8","0,2","0,5"
3755,3611,6301400000,"- Couvertures (autres que les couvertures chauffantes électriques) de fibres
synthétiques",20,1,,18,,,,,,"0,8","0,2","0,5"
3756,3612,6301900000,- Autres couvertures du n° 63.01,20,1,,18,,,,,,"0,8","0,2","0,5"
3757,3613,6302100000,- Linge de lit en bonneterie,20,1,,18,,,,,,"0,8","0,2","0,5"
3758,3614,6302210000,"-- Linge de lit, de coton, imprimé",20,1,,18,,,,,,"0,8","0,2","0,5"
3759,3615,6302220000,"-- Linge de lit, de fibres synthétiques ou artificielles, imprimé",20,1,,18,,,,,,"0,8","0,2","0,5"
3760,3616,6302290000,"-- Linge de lit, d'autres matières textiles, imprimé",20,1,,18,,,,,,"0,8","0,2","0,5"
3761,3617,6302310000,"-- Autre linge de lit, de coton, autres qu'en bonneterie ou imprimé",20,1,,18,,,,,,"0,8","0,2","0,5"
3762,3618,6302320000,"-- Autre linge de lit, de fibres synthétiques ou artificielles, autres qu'en
bonneterie ou imprimé",20,1,,18,,,,,,"0,8","0,2","0,5"
3763,3619,6302390000,"-- Autre linge de lit, d'autres matières textiles, autres qu'en bonneterie ou
imprimé",20,1,,18,,,,,,"0,8","0,2","0,5"
3764,3620,6302400000,- Linge de table en bonneterie,20,1,,18,,,,,,"0,8","0,2","0,5"
3765,3621,6302510000,"-- Linge de table de coton, autre qu'en bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3766,3622,6302530000,"-- Linge de table de fibres synthétiques ou artificielles, autre qu'en
bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3767,3623,6302590000,"-- Linge de table d'autres matières textiles, autre qu'en bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3768,3624,6302600000,"- Linge de toilette ou de cuisine, bouclé du genre éponge, de coton",20,1,,18,,,,,,"0,8","0,2","0,5"
3769,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3770,3625,6302910000,"-- Linge de toilette ou de cuisine de coton, autre que le bouclé du genre
éponge",20,1,,18,,,,,,"0,8","0,2","0,5"
3771,3626,6302930000,-- Linge de toilette ou de cuisine de fibres synthétiques ou artificielles,20,1,,18,,,,,,"0,8","0,2","0,5"
3772,3627,6302990000,-- Linge de toilette ou de cuisine d'autres matières textiles,20,1,,18,,,,,,"0,8","0,2","0,5"
3773,3628,6303120000,"-- Vitrages, rideaux et stores d'intérieur, cantonnières et tours de lits, de
fibres synthétiques, en bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3774,3629,6303190000,"-- Vitrages, rideaux et stores d'intérieur, cantonnières et tours de lits,
d'autres matières textiles, en bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3775,3630,6303910000,"-- Vitrages, rideaux et stores d'intérieur, cantonnières et tours de lits, de
coton, autres qu'en bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3776,3631,6303920000,"-- Vitrages, rideaux et stores d'intérieur, cantonnières et tours de lits, de
fibres synthétiques, autres qu'en bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3777,3632,6303990000,"-- Vitrages, rideaux et stores d'intérieur, cantonnières et tours de lits,
d'autres matières textiles, autres qu'en bonneterie",20,1,,18,,,,,,"0,8","0,2","0,5"
3778,3633,6304110000,-- Couvre-lits en bonneterie,20,1,,18,,,,,,"0,8","0,2","0,5"
3779,3634,6304190000,-- Couvre-lits autres qu'en bonneterie,20,1,,18,,,,,,"0,8","0,2","0,5"
3780,3635,6304200000,"- Moustiquaires pour lits mentionnées dans la Note 1 de sous-positions du
présent Chapitre",0,1,,18,,,,,,"0,8","0,2","0,5"
3781,3636,6304910000,"-- Autres articles d'ameublement, à l'exclusion de ceux du n° 94.04, en
bonneterie, du N°63.04",20,1,,18,,,,,,"0,8","0,2","0,5"
3782,3637,6304920000,"-- Autres articles d'ameublement, à l'exclusion de ceux du n° 94.04, autres
qu'en bonneterie, de coton",20,1,,18,,,,,,"0,8","0,2","0,5"
3783,3638,6304930000,"-- Autres articles d'ameublement, à l'exclusion de ceux du n° 94.04, autres
qu'en bonneterie, de fibres synthétiques",20,1,,18,,,,,,"0,8","0,2","0,5"
3784,3639,6304990000,"-- Autres articles d'ameublement, à l'exclusion de ceux du n° 94.04, autres
qu'en bonneterie, d'autres matières textiles",20,1,,18,,,,,,"0,8","0,2","0,5"
3785,3640,6305100000,"- Sacs et sachets d'emballage de jute ou d'autres fibres textiles libériennes
du n° 53.03",20,1,,18,,,,,,"0,8","0,2","0,5"
3786,3641,6305200000,- Sacs et sachets d'emballage de coton,20,1,,18,,,,,,"0,8","0,2","0,5"
3787,3642,6305320000,"-- Contenants souples pour matières en vrac, de matières textiles
synthétiques ou artificielles",20,1,,18,,,,,,"0,8","0,2","0,5"
3788,3643,6305330000,"-- Autres sacs et sachets d'emballage obtenues à partir de lames ou formes
similaires de polyéthylène ou de polypropylène",20,1,,18,,,,,,"0,8","0,2","0,5"
3789,3644,6305390000,"-- Autres sacs et sachet d'emballage de matières textiles synthétiques ou
artificielles",20,1,,18,,,,,,"0,8","0,2","0,5"
3790,3645,6305900000,- Sacs et sachets d'emballage d'autres matières textiles,20,1,,18,,,,,,"0,8","0,2","0,5"
3791,3646,6306120000,-- Bâches et stores d'extérieur de fibres synthétiques,20,1,,18,,,,,,"0,8","0,2","0,5"
3792,3647,6306190000,-- Bâches et stores d'extérieur d'autres matières textiles,20,1,,18,,,,,,"0,8","0,2","0,5"
3793,3648,6306220000,-- Tentes de fibres synthétiques,20,1,,18,,,,,,"0,8","0,2","0,5"
3794,3649,6306290000,-- Tentes d'autres matières textiles,20,1,,18,,,,,,"0,8","0,2","0,5"
3795,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3796,3650,6306300000,- Voiles,20,1,,18,,,,,,"0,8","0,2","0,5"
3797,3651,6306400000,- Matelas pneumatiques,20,1,,18,,,,,,"0,8","0,2","0,5"
3798,3652,6306900000,"- Planches à voile ou chars à voile; articles de campement autres que les
matelas pneumatiques",20,1,,18,,,,,,"0,8","0,2","0,5"
3799,3653,6307100000,"- Serpillières ou wassingues, lavettes, chamoisettes et articles d'entretien
similaires",20,1,,18,,,,,,"0,8","0,2","0,5"
3800,3654,6307200000,- Ceintures et gilets de sauvetage,5,1,,18,,,,,,"0,8","0,2","0,5"
3801,3655,6307900000,"- Autres articles confectionnés, y compris les patrons de vêtements, du n°
63.07",20,1,,18,,,,,,"0,8","0,2","0,5"
3802,3656,6308000000,"Assortiments composés de pièces de tissus et de fils, même avec
accessoires, pour la confection de tapis … pour la vente au détail.",20,1,,18,,,,,,"0,8","0,2","0,5"
3803,3657,6309000000,Articles de friperie.,20,1,,18,,,,,,"0,8","0,2","0,5"
3804,3658,6310101000,"-- Chiffons triés, en matières textiles, sous forme de déchets ou d'articles
hors d'usage",20,1,,18,,,,,,"0,8","0,2","0,5"
3805,3659,6310109000,"-- Ficelles, cordes et cordages, triés, en matières textiles, sous forme de
déchets ou d'articles hors d'usage",20,1,,18,,,,,,"0,8","0,2","0,5"
3806,3660,6310901000,"-- Chiffons, autres que triés, en matières textiles, sous forme de déchets ou
d'articles hors d'usage",20,1,,18,,,,,,"0,8","0,2","0,5"
3807,3661,6310909000,"-- Ficelles, cordes et cordages, autres que triés, en matières textiles, sous
forme de déchets ou d'articles hors d'usage",20,1,,18,,,,,,"0,8","0,2","0,5"
3808,3662,6401101000,"-- Chaussures comportant, à l'avant une coquille de protection en métal…à
l?'état démonté ou non monté importées pour l'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3809,3663,6401109000,"-- Chaussures comportant, à l'avant, une coquille de protection en métal
importées autres que pour l'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3810,3664,6401921000,"--- Chaussures couvrant la cheville mais ne couvrant pas le genou…à l'état
démonté ou non monté, importées pour l'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3811,3665,6401929000,"--- Chaussures couvrant la cheville mais ne couvrant pas le genou,
importées autres que pour l'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3812,3666,6401991000,"--- Chaussures autres que celles couvrant la cheville mais pas le genou…à
l'état démonté ou non monté importées pour l?'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3813,3667,6401999000,"--- Chaussures autres que celles couvrant la cheville mais ne couvrant pas
le genou importées autres que pour l?'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3814,3668,6402121000,"--- Chaussures de ski et  chaussures pour le surf des neiges, … à l?'état
démonté ou non monté importées pour l'?industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3815,3669,6402129000,"--- Chaussures de ski et  chaussures pour le surf des neiges, importées
autres que pour l'?industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3816,3670,6402191000,"--- Chaussures de sport autres que celles de ski et pour le surf des
neiges...démonté ou non monté importées pour l?'industrie du montage",10,1,,18,,,,10,,"0,8","0,2","0,5"
3817,3671,6402199000,"--- Chaussures de sport autres que celles de ski et pour le surf des neiges
importées autres que pour l?'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3818,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3819,3672,6402201000,"--- Chaussures avec dessus en lanières ou brides fixées à la semelle par
des tétons...démonté ou non monté importées pr l?'indus. du montage",10,1,,18,,,,10,,"0,8","0,2","0,5"
3820,3673,6402209000,"--- Chaussures avec dessus en lanières ou brides fixées à la semelle par
des tétons importées autres que pour l?'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3821,3674,6402911000,"--- Chaussures couvrant la cheville, présentées entièrement à l?'état
démonté ou non monté importées pour l?'industrie du montage",10,1,,18,,,,10,,"0,8","0,2","0,5"
3822,3675,6402919000,"--- Chaussures couvrant la cheville, importées autres que pour l?'industrie
du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3823,3676,6402991000,"--- Chaussures autres que celles couvrant la cheville ... entièrement à l?'état
démonté ou non monté importées pour l?'industrie du montage",10,1,,18,,,,10,,"0,8","0,2","0,5"
3824,3677,6402992000,--- Sandales (tong),20,1,,18,,,,,,"0,8","0,2","0,5"
3825,3678,6402999000,"--- Autres chaussures à semelles extérieures et dessus en caoutchouc ou
en matière plastique, du n° 64.02",20,1,,18,,,,,,"0,8","0,2","0,5"
3826,3679,6403121000,"--- Chaussures de ski et chaussures pour le surf des neiges … à l?'état
démonté ou non monté importées pour l?'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3827,3680,6403129000,"--- Chaussures de ski et chaussures pour le surf des neiges  importées
autres que pour l?'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3828,3681,6403191000,"--- Chaussures de sport autres que de ski ou pour le surf des neiges, …à
l'état démonté ou non monté, importées pour l?'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3829,3682,6403199000,"--- Chaussures de sport à l'exclusion des chaussures de ski ou pour le surf
des neiges, importées autres que pour l?'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3830,3683,6403201000,"-- Chaussures à semelles extérieures en cuir naturel et... le gros orteil...à
l'état démonté ou non monté importés pr l'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3831,3684,6403209000,"-- Chaussures à semelles extérieures en cuir naturel et dessus constitués...
le gros orteil importés autres que pour l'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3832,3685,6403401000,"-- Autre chaussures comportant, à l'avant, une coquille de protection en
métal...démonté ou non monté, importées pour l'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3833,3686,6403409000,"-- Autre chaussures comportant, à l'avant, une coquille de protection en
métal, importées autres que pour l'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3834,3687,6403511000,"--- Autres chaussures à semelles extérieures en cuir naturel couvrant la
cheville...démonté ou non monté,importées pr l'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3835,3688,6403519000,"--- Autres chaussures à semelles extérieures en cuir naturel couvrant la
cheville, importées autres que pour l'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3836,3689,6403591000,"--- Autres chaussures à semelles ext. en cuir naturel,ne couvrant pas la
cheville...démonté ou non monté,importées pr l'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3837,3690,6403599000,"--- Autres chaussures à semelles extérieures en cuir naturel, ne couvrant
pas la cheville, importées autres que pour l'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3838,3691,6403911000,"--- Autres chaussures couvrant la cheville, ... à l?'état démonté ou non
monté importées pour l?'industrie du montage, du n° 64.03",10,1,,18,,,,,,"0,8","0,2","0,5"
3839,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3840,3692,6403919000,"--- Autres chaussures couvrant la cheville, importées autres que pour
l?'industrie du montage, du n° 64.03",20,1,,18,,,,,,"0,8","0,2","0,5"
3841,3693,6403991000,"--- Autres chaussures ne couvrant pas la cheville, ... à l?'état démonté ou
non monté importées pour l?'industrie du montage, du n° 64.03",10,1,,18,,,,,,"0,8","0,2","0,5"
3842,3694,6403999000,"--- Autres chaussures ne couvrant pas la cheville, importées autres que
pour l?'industrie du montage, du n° 64.03",20,1,,18,,,,,,"0,8","0,2","0,5"
3843,3695,6404111000,"--- Chaussures de sport...similaires, à semelles ext. en caout. ou en mat.
plast...démonté ou non monté importés pour l'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3844,3696,6404119000,"--- Chaussures de sport...similaires, à semelles ext. en caout. ou en
matières plastiques, importés autres que pour l'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3845,3697,6404191000,"--- Autres chaussures à semelles ext. en caout. ou en mat. plast... démonté
ou non monté importées pour l?'industrie du montage, du n°64.04",10,1,,18,,,,,,"0,8","0,2","0,5"
3846,3698,6404199000,"--- Autres chaussures à semelles extérieures en caoutchouc ou en mat.
plastiques importées autres que pr l?'industrie du montage, du n°64.04",20,1,,18,,,,,,"0,8","0,2","0,5"
3847,3699,6404201000,"-- Chaussures à semelles extérieures en cuir naturel ou reconstitué ...à
l?'état démonté ou non monté importées pr l?'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3848,3700,6404209000,"-- Chaussures à semelles extérieures en cuir naturel ou reconstitué
importées, autres que pour l?'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3849,3701,6405101000,"-- Autres chaussures à dessus en cuir naturel ou reconstitué, … à l?'état
démonté ou non monté importées pour l?'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
3850,3702,6405109000,"-- Autres chaussures à dessus en cuir naturel ou reconstitué, importées,
autres que pour l?'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3851,3703,6405201000,"-- Autres chaussures à dessus en matières textiles ... à l?'état démonté ou
non monté importées pour l?'industrie du montage",10,1,,18,,,,,,"0,8","0,2","0,5"
